Ref_Date,GEO,SECTORS,STATEMENT,Vector,Coordinate,Value
2001/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,632518.0
2001/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,643831.0
2001/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,652637.0
2002/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,653660.0
2002/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,643790.0
2002/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,643093.0
2002/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,640848.0
2003/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,648411.0
2003/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,646149.0
2003/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,637091.0
2003/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,637927.0
2004/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,651815.0
2004/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,637604.0
2004/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,625231.0
2004/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,620259.0
2005/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,643594.0
2005/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,645918.0
2005/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,646388.0
2005/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,647487.0
2006/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,654523.0
2006/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,631711.0
2006/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,629416.0
2006/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,639940.0
2007/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,634829.0
2007/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,624284.0
2007/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,607679.0
2007/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,612325.0
2008/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,631443.0
2008/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,635725.0
2008/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,639521.0
2008/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,701234.0
2009/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,763673.0
2009/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,758161.0
2009/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,792108.0
2009/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,800672.0
2010/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,824987.0
2010/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,827275.0
2010/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,849657.0
2010/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,852869.0
2011/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,870300.0
2011/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,881041.0
2011/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,900272.0
2011/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,918415.0
2012/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,931916.0
2012/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,943227.0
2012/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,946835.0
2012/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,954227.0
2013/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,962053.0
2013/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,959728.0
2013/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,948189.0
2013/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,924985.0
2014/03,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,931134.0
2014/06,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,931338.0
2014/09,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,932597.0
2014/12,Canada,Federal government,"Liabilities (x 1,000,000)",v52531102,1.2.50,940034.0
1991/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2244.0
1991/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2254.0
1991/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2266.0
1991/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2285.0
1992/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2295.0
1992/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2305.0
1992/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2331.0
1992/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2369.0
1993/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2374.0
1993/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2389.0
1993/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2428.0
1993/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2578.0
1994/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2464.0
1994/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2489.0
1994/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2529.0
1994/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2555.0
1995/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2570.0
1995/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2576.0
1995/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2608.0
1995/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2627.0
1996/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2805.0
1996/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,2999.0
1996/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3165.0
1996/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3237.0
1997/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3243.0
1997/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3280.0
1997/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3308.0
1997/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3342.0
1998/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3346.0
1998/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3357.0
1998/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3398.0
1998/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3426.0
1999/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3428.0
1999/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3482.0
1999/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3517.0
1999/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3583.0
2000/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3601.0
2000/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3633.0
2000/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3691.0
2000/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3735.0
2001/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3763.0
2001/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3801.0
2001/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3859.0
2001/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3901.0
2002/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3914.0
2002/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,3952.0
2002/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4082.0
2002/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4118.0
2003/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4122.0
2003/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4123.0
2003/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4155.0
2003/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4189.0
2004/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4193.0
2004/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4208.0
2004/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4259.0
2004/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4293.0
2005/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4309.0
2005/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4354.0
2005/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4412.0
2005/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4509.0
2006/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4533.0
2006/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4582.0
2006/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4666.0
2006/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4728.0
2007/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4750.0
2007/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4798.0
2007/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4855.0
2007/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4900.0
2008/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4925.0
2008/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,4968.0
2008/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5045.0
2008/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5081.0
2009/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5098.0
2009/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5115.0
2009/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5163.0
2009/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5190.0
2010/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5203.0
2010/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5243.0
2010/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5293.0
2010/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5320.0
2011/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5332.0
2011/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5345.0
2011/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5405.0
2011/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5427.0
2012/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5438.0
2012/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5460.0
2012/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5527.0
2012/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5547.0
2013/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5558.0
2013/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5565.0
2013/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5614.0
2013/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5635.0
2014/03,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5643.0
2014/06,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5666.0
2014/09,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5712.0
2014/12,Canada,Federal government,"Currency and deposits, liabilities (x 1,000,000)",v52531103,1.2.51,5719.0
1991/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,328779.0
1991/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,336508.0
1991/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,346277.0
1991/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,353838.0
1992/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,359406.0
1992/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,368898.0
1992/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,381582.0
1992/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,385506.0
1993/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,395984.0
1993/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,408736.0
1993/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,414273.0
1993/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,425503.0
1994/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,435352.0
1994/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,443521.0
1994/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,448877.0
1994/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,453265.0
1995/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,459164.0
1995/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,469892.0
1995/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,480801.0
1995/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,481921.0
1996/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,492585.0
1996/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,498319.0
1996/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,500401.0
1996/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,501597.0
1997/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,510908.0
1997/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,505579.0
1997/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,500486.0
1997/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,504733.0
1998/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,509399.0
1998/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,498357.0
1998/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,489839.0
1998/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,499960.0
1999/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,492834.0
1999/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,479901.0
1999/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,474596.0
1999/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,480610.0
2000/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,473332.0
2000/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,470819.0
2000/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,458132.0
2000/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,463081.0
2001/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,468342.0
2001/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,453202.0
2001/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,451635.0
2001/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,462557.0
2002/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,456342.0
2002/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,461367.0
2002/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,462462.0
2002/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,463813.0
2003/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,458470.0
2003/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,468093.0
2003/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,458038.0
2003/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,458351.0
2004/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,464075.0
2004/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,452160.0
2004/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,446855.0
2004/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,442798.0
2005/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,454369.0
2005/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,456047.0
2005/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,450669.0
2005/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,447133.0
2006/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,451145.0
2006/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,433275.0
2006/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,433143.0
2006/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,437303.0
2007/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,432289.0
2007/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,414841.0
2007/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,406399.0
2007/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,409869.0
2008/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,420304.0
2008/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,432305.0
2008/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,431555.0
2008/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,491850.0
2009/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,539166.0
2009/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,539992.0
2009/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,569389.0
2009/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,578055.0
2010/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,585145.0
2010/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,595768.0
2010/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,616410.0
2010/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,622680.0
2011/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,621241.0
2011/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,643996.0
2011/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,665533.0
2011/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,683534.0
2012/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,680861.0
2012/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,703064.0
2012/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,709482.0
2012/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,715632.0
2013/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,719154.0
2013/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,726586.0
2013/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,716005.0
2013/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,697233.0
2014/03,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,681746.0
2014/06,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,694381.0
2014/09,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,695908.0
2014/12,Canada,Federal government,"Securities other than shares, liabilities (x 1,000,000)",v52531104,1.2.52,696773.0
1991/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8011.0
1991/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7843.0
1991/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7399.0
1991/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7295.0
1992/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,6877.0
1992/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7313.0
1992/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,6989.0
1992/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,6506.0
1993/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,6564.0
1993/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8122.0
1993/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7985.0
1993/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,5558.0
1994/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,6781.0
1994/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8321.0
1994/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7531.0
1994/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7428.0
1995/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7872.0
1995/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9135.0
1995/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8747.0
1995/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7707.0
1996/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7945.0
1996/06,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,9072.0
1996/09,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,8747.0
1996/12,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7502.0
1997/03,Canada,Federal government,"Loans, liabilities (x 1,000,000)",v52531105,1.2.53,7829.0
