specimen,ES1,ES2,ES3,ES4,ES5,ES6,ES7,ES8,ES9,ES10,ES11,ES12,ES13,ES14,ES15,ES16,ES17,ES18,ES19,ES20
1369 LS99B 15.tif,-0.117332313,0.233868098,0.055779464,-0.025158686,-0.061839229,-0.034733169,-0.001731332,-0.004435541,-0.030409322,0.047363849,-0.000273423,-0.012289704,0.004926952,0.021008221,0.007525857,-0.02000254,0.014502509,-0.006303497,0.007865204,-0.009890082
1373 LS99B 19.tif,0.020063575,-0.106762807,-0.203847499,-0.077833138,-0.011371545,0.077557437,-0.020790325,-0.015651616,-0.00236905,0.019637339,0.016318505,0.012336927,0.004133754,0.002822099,0.014344638,0.001342439,-0.009324339,0.003934141,0.02801493,0.00716991
1397 LS99B 43.tif,-0.012075684,-0.077489733,0.080649629,0.066709178,0.068839977,-0.063152405,0.023346629,0.012562963,0.004193422,-0.010597972,-0.030627325,-0.00514487,-0.010808352,0.026496882,0.001693362,-0.011008071,0.020170631,-0.0029937,-0.021926191,-0.005991176
1425 LS99B 71.tif,-0.034013887,-0.070397586,-0.090083598,-0.123323339,0.014855925,0.049544909,-0.004062248,0.015101211,0.010129993,-0.000202879,-0.009030764,-0.009450654,-0.020912945,-0.017750166,-0.015617272,0.007828526,-0.001898664,-0.013343377,0.01496792,0.023824063
1433 LS99B 79.tif,0.149912901,0.036174164,-0.008936436,0.137056043,0.014843021,0.012658942,0.04112125,0.000528452,-0.007914223,0.000268622,0.020331406,0.002868876,0.022727044,-0.008098113,-0.000587845,0.003698447,-0.006394262,0.004134113,-0.010143302,-0.010491232
1439 LS99B 85.tif,-0.019047949,-0.163707754,0.00215518,0.033432508,-0.033853875,-0.040049767,-0.009303331,-0.018877292,-0.063822523,0.009776023,0.015975534,-0.017086878,0.010511832,-0.017628931,0.006080871,0.01298905,-0.001941103,-8.44E-05,0.010050428,0.0141872
1451 LS99B 97.tif,0.046863875,-0.104279738,0.001197603,0.081357199,-0.001985545,-0.094177332,0.03593629,-0.004992363,0.007376911,0.017508206,-0.008319943,0.005506956,0.002512613,0.00051937,-0.012912904,0.022815362,0.00203275,0.006437577,0.004704317,-0.00119469
1454 LS99B 100.tif,0.015504466,-0.086771251,-0.106261118,-0.015162831,-0.061908739,0.060613032,0.012520873,-0.009470132,0.020985224,-0.002042502,-0.009574613,-0.016667112,0.003269307,-0.013509964,-0.003101876,0.009662148,-0.001375136,0.000986313,-0.019754319,-2.64E-05
1459 LS99B 105.tif,-0.140713562,0.174452178,-0.036825425,-0.060723165,0.044263945,-0.017413374,-0.000155225,0.029969687,0.000660289,-0.035871266,-0.02755197,0.014305568,0.015039865,0.006229898,0.010132682,-0.00200358,-0.010895234,-0.003986731,0.00276291,-0.008140056
1469 LS99B 115.tif,0.065405928,-0.042398465,-0.066840916,0.063367928,-0.007896173,0.010237558,0.001465274,-0.020619364,-0.036378298,0.046999862,0.010680521,0.03344093,0.023040783,-0.006548625,-0.016505522,0.011171318,0.013738402,0.009553717,0.006768825,0.019898025
1480 LS99B 126.tif,0.075973974,-0.081134081,-0.145582475,-0.010069613,-0.003724788,0.099772257,-0.020929189,-0.00826284,0.036122151,-0.002182313,0.006994547,0.005372947,-0.00667822,0.022537836,0.011863148,-0.002032436,-0.005017846,0.000752448,0.013415993,-0.019665157
1502 LS99B 148.tif,-0.044433878,0.220299437,-0.003731132,0.039688588,-0.055507348,-0.013790026,-0.006912893,-0.048416673,-0.002088849,0.02080433,-0.005203479,0.013467173,0.002888717,-0.012831331,0.022036729,0.013125391,-0.005961426,-0.013538279,-0.014461081,-0.00154248
1525 LS2000A 21.tif,-0.070034579,-0.137054781,-0.02256183,0.070323014,-0.013821483,-0.050407245,-0.001564232,-0.031875578,-0.010061967,0.013719381,0.042353225,0.013978591,0.001657145,-0.041591204,0.002908991,0.028400791,0.007057436,0.020336827,0.019501962,0.006752225
1574 LS2000A 70.tif,0.057425869,0.062500416,0.068717099,0.011487102,-0.020910569,-0.045757837,0.02319952,0.035616435,0.033035461,0.009931693,-0.038864856,0.027738166,0.004044999,-0.027200164,-0.025868297,-0.024840635,0.005012319,0.006631864,-0.043443067,-0.003770031
1582 LS2000A 78.tif,0.074471382,-0.013217889,0.037062221,-0.05797886,0.052747107,0.025512652,0.018341731,-0.041007617,-0.000897582,-0.008681096,0.04093935,-0.01971068,0.014234329,-0.010246895,0.019740771,0.029747631,0.004799305,-0.020030589,0.017022312,-0.012334097
1588 LS2000A 84.tif,0.032605084,0.065590821,0.043567458,-0.089185512,0.029413439,0.055791887,-0.036498865,-0.034328861,-0.027741436,0.009854865,0.02373093,0.018191978,0.015756703,0.001686979,0.009975908,-0.01256949,0.020549449,0.008306548,0.036129142,0.005384694
1591 LS2000A 87.tif,0.112620629,0.027841428,-0.07794816,-0.022100658,-0.010763407,-0.059825398,-0.060182959,-0.093184242,0.012935727,-0.010449877,-0.016909672,0.002858019,-0.005180715,0.000133256,-0.016367063,-0.003382898,0.019798575,0.015345222,-0.020579735,-0.001351328
1600 LS2000A 96.tif,0.024312227,0.032242144,0.119872191,-0.008456967,0.049163317,-0.017009746,0.022852489,0.052736967,0.010729519,-0.013969513,0.024186149,0.011802843,0.002548987,-0.033034951,-0.001099058,0.016622007,0.00418873,-0.012028873,0.006500563,-0.00053951
1603 LS2000A 99.tif,-0.098815533,-0.140384329,-0.050004498,0.025572069,0.011817031,0.058349919,0.034499003,0.011567935,-0.05123505,-0.01685934,-0.013435533,-0.005535173,0.018623474,-0.000969424,-0.024747116,-0.013145086,-0.038327929,-0.011457331,-0.003620035,0.001130674
1605 LS2000A 101.tif,0.04659873,0.004521009,-0.106341918,-0.08673031,0.075874907,0.061291436,-0.019637356,-0.009827532,-0.021926826,0.030652252,-0.003757441,0.020556393,0.01631236,0.015069799,-0.009422292,-0.026292323,0.004845051,0.026832509,-0.005876887,0.008350759
1614 LS2000A 110.tif,-0.184737678,-0.047633596,-0.069722573,0.04266767,0.028011149,-0.029755179,-0.031231821,0.006420049,-0.004469954,0.011354615,-0.025487219,0.007245831,0.007166197,0.002040062,-0.00665143,0.009366797,-0.013343472,-0.032947788,-0.010893359,-0.000448314
1615 LS2000A 111.tif,-0.1220514,-0.116268641,-0.020442255,0.029071411,0.038565818,0.053448161,-0.038580844,-0.003760484,-0.007052714,0.024882996,-0.040966191,0.006062366,-0.011054797,-0.009136891,-0.010558246,-0.021874668,0.008500443,-0.008066609,-0.028195265,-0.003587223
1621 LS2000A 117.tif,0.015909973,0.017263931,0.05031714,-0.018952387,-0.007145878,0.006123009,-0.007297322,0.080167057,-0.009294938,0.017850928,-0.018303707,0.008541213,0.006858603,0.015650655,-0.00396697,-0.013353106,-0.013869444,0.000380526,-0.017670196,-0.005322149
1641 LS2000A 137.tif,0.094073104,0.029334009,0.105669893,0.01717136,-0.013856034,0.007016624,0.015189587,0.095481927,-0.007974706,-0.027493125,0.038538665,-0.005891292,-0.008073266,-0.039691599,0.019982391,0.024768845,0.005844795,-0.004959363,0.011930216,0.000816172
1669 LS2000B 15.tif,-0.056446074,-0.044502733,-0.090694377,-0.018930966,0.11154569,0.06160893,-0.017214848,-0.042507668,-0.008821143,0.018933696,-0.022251664,-0.000134018,0.009394991,-0.004951413,-0.025897823,-0.013011708,-0.005087691,0.009416636,0.00907855,-0.002738674
1689 LS2000B 35.tif,0.033739476,-0.022035989,-0.071114954,-0.045815208,0.060875874,-0.058635613,-0.027079991,-0.006276604,0.044268899,-0.024050079,0.003168068,0.002998364,-0.013629031,0.005979028,-0.003204729,-0.012039025,-0.013624213,-0.008478622,-0.0181572,0.000450569
1707 LS2000B 53.tif,-0.02426471,-0.085813673,0.081345462,0.076049649,0.047628408,0.010376322,0.032534869,-0.011314354,0.013985207,-0.021168062,-0.012862709,-0.024445167,0.005163029,0.025096092,0.015526987,-0.006570525,0.016705062,-0.022151298,0.00416428,-0.010915376
1746 LS2000B 92.tif,0.03134238,-0.118690371,-0.043721516,-0.102946449,0.032726287,-0.000209412,-0.057006707,-0.038214232,-0.040878374,0.027098001,-0.012737662,-0.017001029,-0.010351535,0.009498135,-0.01884622,-0.005558403,-0.017994805,0.027090658,-0.000709581,-0.000271231
1757 LS2000B 103.tif,0.01951707,-0.087129573,0.037259121,0.02709137,0.020122605,-0.048791598,-0.045998401,-0.000474294,0.010718863,0.024311039,0.00628891,-0.004665218,0.002499597,-0.013230198,0.001922455,0.016608977,0.012583131,-0.020351427,0.006180055,0.009823426
1759 LS2000B 105.tif,-0.122123176,0.084685716,0.042467629,-0.003778461,0.052601595,-0.045951299,-0.04183625,0.04119507,0.019465165,0.000419406,0.008068609,-0.005835513,-0.023042205,-0.000779267,0.007615874,-0.005210216,-0.008711953,-0.01127417,0.008924213,-0.004125065
1773 LS2000B 119.tif,0.040674863,0.021838448,-0.015723437,0.024959826,0.062114106,-0.064667919,0.037108204,-0.030261105,0.003259469,-0.044209642,-0.032913916,0.014597551,-0.010445367,-0.008563445,0.001984435,-0.004902986,0.005207261,0.003105101,0.009088665,-0.023517862
1779 LS2000B 125.tif,-0.021850974,0.099497941,0.006806405,-0.020375265,-0.097948254,-0.02270354,-0.019888775,-0.035995391,0.024244716,0.022869401,0.002811984,0.007160809,-0.003458449,0.018858816,0.016879442,-0.027103747,-0.029560428,0.019759954,-0.012375542,0.00354917
1784 LS2000B 130.tif,0.038872803,0.048471797,-0.128129387,-0.017162669,-0.054131661,-0.014040042,-0.013209452,0.003115913,-0.027542678,0.000949613,-0.022348835,0.016175658,0.010537173,0.012942633,-0.025904084,0.007698088,0.001044918,0.019093699,0.001191531,-0.002182973
1785 LS2000B 131.tif,0.1150876,-0.09802129,-0.023056133,0.053764161,-0.013798687,-0.000521889,0.017872033,0.001266848,-0.025859728,-0.009706788,0.03575735,-0.017266804,0.014007963,0.018246761,0.020182866,-0.006898252,0.002188347,-0.009716625,0.008664522,-0.003535485
1787 LS2000B 133.tif,0.066248236,0.031047371,-0.039723018,-0.011551899,-0.101907887,0.017693623,-0.067881563,0.023982654,0.043836996,-0.00123281,0.016088442,-0.011917778,-0.021015498,0.011083875,0.006503614,0.008622599,-0.00731,0.003293654,-0.01327,0.001931861
1801 LS2000B 147.tif,0.068971133,0.134389418,-0.025967973,-0.085797005,-0.000356251,0.024714652,0.014247029,0.024995187,-0.019753485,0.010946351,0.011995071,-0.00491906,0.007440397,-0.003251453,0.012984157,0.004336787,0.013542691,-0.016383356,0.004489694,-0.004579663
1804 LS2000B 150.tif,0.147381817,0.073410329,0.050693708,0.011444416,-0.034723893,0.005068876,-0.015739084,0.045724935,0.021434466,0.013047468,0.016723586,0.005017584,0.004812093,-0.004551787,0.011358882,-0.004096452,-0.000246407,0.005123848,-0.009592724,-0.001488719
